hora_del_dia,dia_semana,dispositivo_nuevo,distancia_geo_aprox,sesiones_24h,monto_relativo,frecuencia_tx_sesion,ip_nueva,etiqueta
13,4,0,0.0,0,1.1488235019303212,3,0,0
21,1,0,0.0,1,2.2013078586145403,3,0,0
18,6,0,0.5,1,2.260803200735596,2,0,0
8,2,1,0.0,3,0.1536854548321578,4,0,0
8,2,0,1.0,1,1.6619142711661206,0,0,0
13,3,1,0.0,0,1.069794444428097,4,1,0
21,0,0,0.0,1,0.23317795822183648,1,0,0
12,1,0,0.0,4,0.05572414082819876,2,0,0
9,4,0,0.0,2,0.24957682501062803,1,0,0
15,0,0,0.0,0,1.9462300765945697,1,0,0
16,3,0,0.0,3,0.8023043216446388,4,0,0
21,1,0,0.0,1,1.0213915468413806,0,0,0
20,2,0,0.0,1,0.23781144311101468,0,1,0
19,1,0,0.0,0,1.0166263209107393,3,0,0
12,2,0,0.0,3,0.022819591035540678,1,0,0
16,4,0,0.0,1,0.37641433176372535,2,0,0
16,1,0,0.0,0,0.7884126511323366,1,0,0
12,3,0,0.0,2,0.12634973279305267,2,0,0
7,2,0,0.5,3,1.385300592982138,3,0,0
10,4,0,0.0,1,0.21433628757777012,3,0,0
16,6,0,0.5,5,0.8450887368844223,1,0,0
12,4,0,0.0,3,0.4156202083187835,1,0,0
21,1,1,0.0,3,0.7251586531534265,1,1,0
12,0,0,0.0,4,0.09093869091690783,2,0,0
17,1,0,0.0,1,0.013645963722345443,2,0,0
18,3,0,1.0,2,1.9224940692443893,4,0,0
11,0,0,0.0,2,0.25136322874649214,4,0,0
7,3,0,0.0,2,1.3704044857270186,4,0,0
14,3,0,0.0,2,3.0,2,0,0
11,2,0,0.0,3,0.190028556523832,2,0,0
18,4,0,0.5,3,0.246493686148061,0,0,0
18,0,0,0.0,2,0.869805099782126,2,0,0
18,0,0,0.0,3,2.6922465680243297,1,0,0
11,4,0,0.0,1,1.9797846226563693,2,0,0
13,3,0,0.0,3,0.5591318572810734,2,0,0
10,4,0,0.0,5,1.268226726514426,1,0,0
12,2,0,0.0,0,0.11671072154192737,5,0,0
19,1,0,0.0,1,3.0,1,0,0
10,5,0,0.0,2,2.667277482027009,3,0,0
20,4,0,0.0,0,0.14304200430395275,2,0,0
21,4,0,0.0,2,0.284680940723738,3,0,0
9,1,0,0.0,0,0.0844261999530098,4,0,0
13,3,0,0.0,2,0.25365311392246315,1,1,0
14,2,0,0.0,1,1.354063420253753,0,0,0
10,0,0,0.0,3,0.3802581776284506,4,0,0
19,6,0,0.0,2,0.07404052372798033,3,0,0
8,0,0,0.0,5,0.33511451938531944,1,0,0
18,6,0,0.0,3,3.0,2,0,0
16,2,0,0.0,1,0.7947179926611653,4,0,0
20,1,1,0.0,1,0.4305039418383304,3,0,0
9,3,0,0.0,3,0.14573422785135645,1,0,0
7,5,0,0.0,0,3.0,0,0,0
14,4,0,0.0,0,1.3756210440302903,4,0,0
21,5,0,0.0,1,0.264446387020324,1,0,0
9,4,0,0.0,1,0.058115649543968195,1,0,0
18,4,0,0.0,2,0.046633599368627515,3,0,0
16,5,0,0.0,4,0.1026105433689444,3,1,0
13,1,0,0.0,2,0.695465764092443,2,0,0
16,3,0,0.0,5,2.113399076298563,0,0,0
11,1,0,0.0,1,0.5493241243549196,3,0,0
16,6,0,0.0,2,1.480929830726133,1,1,0
11,6,0,0.0,1,0.47230876470522754,1,0,0
20,0,0,0.0,3,0.9864015365429517,2,0,0
13,4,0,0.0,3,1.0530348402486067,1,0,0
21,6,1,0.0,2,0.15289325347371077,1,0,0
15,1,0,0.0,4,0.358551201794515,2,0,0
18,3,0,0.0,2,0.8113481428007452,1,0,0
11,6,0,0.0,3,0.05865601165176988,3,0,0
7,0,0,0.0,2,0.3589572371102019,1,0,0
16,4,0,0.0,2,0.6122293688394893,1,0,0
16,1,0,0.5,1,3.0,4,0,0
7,6,0,0.0,3,0.5147751669462245,1,0,0
21,6,0,0.5,3,1.354502425228291,3,0,0
8,6,0,0.0,2,0.4526018615217665,1,0,0
20,2,0,1.0,0,1.2732419429144477,0,0,0
12,5,0,0.0,1,0.7239143506076149,3,0,0
15,5,1,0.0,1,1.741434952083896,1,0,0
14,1,0,0.0,5,0.42338525270108995,0,0,0
19,5,0,0.0,1,0.741688080224263,3,0,0
11,0,1,0.0,3,0.7954422102219438,1,0,0
7,3,0,0.0,2,0.4321801243593944,1,0,0
19,1,0,0.0,3,0.12467960505460118,4,0,0
13,0,0,0.0,4,0.07858382824899572,2,0,0
21,0,0,0.0,3,0.013449668032165341,3,0,0
11,4,0,0.0,3,1.6542270968826136,2,0,0
12,2,0,1.0,2,0.21584743677990048,1,0,0
19,4,0,0.0,3,0.1901051458102525,0,0,0
13,0,0,1.0,2,1.065552221880002,2,0,0
9,1,0,0.0,2,0.30854894144758815,0,0,0
18,3,0,0.0,5,0.5642481890849753,3,0,0
16,4,0,0.0,4,0.14187778213253513,1,0,0
9,1,0,0.0,1,2.5700311853483218,0,0,0
11,3,0,0.0,2,1.526174895433432,1,0,0
12,5,0,0.0,3,1.5948437587877984,1,0,0
15,3,0,0.0,2,0.417743532618454,4,0,0
19,1,0,1.0,2,1.1496027702743918,3,0,0
20,0,0,0.0,0,0.12427218801785703,3,0,0
18,5,0,0.0,3,0.0069250888088431516,1,0,0
11,0,0,0.0,2,0.016140070304480766,2,0,0
21,5,0,0.0,3,0.7066750675708582,3,0,0
7,3,0,0.0,2,0.4861554750009914,3,1,0
20,6,0,0.0,3,0.5838744077176973,4,0,0
20,4,0,0.0,2,0.005992903193379044,0,0,0
20,6,0,0.0,2,0.43949603178611857,0,0,0
10,2,0,0.0,2,1.012871954916601,3,0,0
11,4,0,0.0,3,0.46771222679755475,2,0,0
18,2,0,0.5,2,1.0540692537301122,1,0,0
16,2,0,0.0,1,0.21223456267212892,1,0,0
16,3,0,0.0,1,1.341925066287619,1,0,0
11,5,0,0.0,3,0.710223342348383,3,0,0
13,6,0,0.5,0,0.18935099919644782,1,1,0
10,4,0,0.0,0,0.21610477277728024,0,0,0
7,2,0,0.0,3,0.7911546576532955,1,1,0
20,2,1,0.0,2,1.417281256802892,5,0,0
20,4,0,0.0,2,0.42977371171369616,1,0,0
11,1,0,0.0,0,0.2390488070502316,0,0,0
13,0,0,0.0,2,1.6139947396585168,3,0,0
16,2,0,0.0,1,0.8851582250990291,2,0,0
16,1,0,0.0,2,0.47548969037185035,1,0,0
12,1,0,0.0,3,0.5353885934752903,1,0,0
11,1,0,0.0,1,0.18278267276320023,4,0,0
10,0,0,0.0,5,0.7885182858937856,1,0,0
8,0,0,0.0,1,0.35545936248006504,2,0,0
10,6,0,0.5,2,3.0,2,0,0
21,2,0,0.0,2,0.5234235549284975,1,0,0
16,2,0,0.0,1,0.5322475857900478,4,0,0
16,4,0,0.0,3,0.6674954396150312,1,0,0
9,1,0,0.0,1,1.9887834098048771,0,0,0
16,6,0,0.0,1,1.2908294405677276,2,0,0
7,4,0,0.0,1,0.47991502948034936,0,0,0
14,0,0,0.0,1,1.0146647632632981,3,0,0
11,2,0,0.0,4,0.7059666437128163,0,0,0
19,5,0,0.0,0,0.5423973034981316,5,0,0
10,6,0,0.0,1,0.1708672837982204,3,0,0
14,2,0,0.0,1,0.4988017708127897,1,0,0
13,3,0,0.0,1,0.22569787131846983,2,0,0
8,1,0,0.0,1,1.9705989473025605,2,0,0
7,6,0,0.0,1,0.3268641401119967,2,0,0
18,1,1,0.0,0,2.433655802572387,1,0,0
17,6,0,0.0,3,0.6092355380235821,4,0,0
10,4,0,0.0,0,0.7987480041642052,1,0,0
14,3,0,0.0,3,0.626353262539633,4,1,0
18,3,0,0.0,1,0.1108403088941104,0,0,0
8,1,0,1.0,5,0.3770547549185552,2,0,0
9,1,0,0.0,1,0.08352976105125634,2,0,0
18,1,0,0.0,2,0.7803105601962809,1,0,0
7,1,0,0.0,1,0.47373584657291634,4,0,0
7,4,0,0.0,1,1.204008163019754,2,0,0
19,2,0,0.0,4,0.19925177764290117,4,0,0
9,0,0,0.0,1,0.14384319889586678,2,0,0
17,6,0,1.0,2,0.4171483419834142,3,0,0
11,5,0,0.0,3,2.0893057795783965,3,0,0
18,6,0,0.0,0,0.9914639595115284,1,0,0
9,6,0,0.0,1,0.4342984608193896,0,0,0
7,1,0,0.0,1,0.5826418260884935,1,0,0
7,2,1,0.0,1,0.07037718904315285,2,1,0
14,4,0,0.0,3,3.0,2,0,0
16,4,0,0.0,1,0.8782676042438253,4,0,0
17,0,0,0.0,2,0.26883042140220403,1,0,0
18,5,0,0.0,3,0.7051412770542909,3,0,0
19,1,0,0.0,1,0.0927618993341883,4,0,0
19,1,1,0.0,2,2.701281917979099,4,1,0
18,3,0,0.0,3,0.15368904468456662,1,0,0
21,3,0,0.0,1,0.8353681903457523,2,0,0
20,3,0,0.0,2,0.22531171848612788,3,0,0
8,0,0,0.0,3,1.0114352285734385,0,0,0
19,5,0,1.0,2,1.1998262275366296,1,0,0
9,1,0,0.0,0,0.8952636057801044,2,0,0
8,0,0,0.0,3,0.7625701486908008,3,1,0
9,5,0,0.5,2,1.7839815796906107,2,0,0
13,6,0,0.0,2,0.06551201317638623,1,0,0
7,5,0,0.0,0,0.3214750572468153,1,0,0
16,5,0,0.0,1,0.22832105189251894,0,0,0
14,4,0,0.0,0,3.0,2,1,0
19,3,0,0.0,1,0.3946371685126048,2,0,0
16,0,0,0.0,1,1.0552456855934298,1,0,0
16,2,0,0.0,2,0.9234484199549557,2,0,0
16,2,0,0.0,3,0.19068823014730804,3,0,0
20,1,0,0.0,3,0.21849509822628166,2,0,0
8,4,0,0.0,2,0.2642318211587798,2,0,0
9,3,0,0.0,2,0.4236361686424032,3,0,0
15,0,0,0.0,4,0.21359805360078343,2,0,0
13,1,0,1.0,1,0.015877712550936663,2,0,0
10,4,0,0.5,3,1.6921747394132969,1,0,0
16,0,0,0.0,3,2.6959876411249315,4,0,0
11,5,0,1.0,4,0.33431812276893524,5,0,0
8,3,0,0.0,2,0.3306045561738951,1,0,0
19,3,0,1.0,4,0.005693663364787629,1,0,0
17,3,0,0.0,3,0.9121743929917833,4,0,0
19,5,0,0.0,2,1.396388927739074,2,0,0
14,2,0,0.0,3,0.12682930760004393,4,0,0
10,4,0,0.0,2,0.13916501029977252,3,0,0
15,3,0,0.0,2,1.2488354042388894,2,0,0
11,1,0,0.0,4,0.7662961362839402,2,0,0
19,5,0,0.0,4,0.036718348963992536,0,0,0
15,4,0,0.0,1,0.7794473568694975,2,0,0
10,4,0,0.0,1,0.2955971140896461,0,0,0
16,5,0,0.0,0,0.3680111531976906,4,0,0
11,5,0,0.0,3,1.1748071238474367,3,0,0
15,4,0,0.0,1,1.3325323414285994,3,0,0
14,5,0,0.0,5,0.4091361428360354,0,1,0
9,4,0,0.0,1,2.3522824974259664,4,0,0
7,4,0,0.0,1,0.41732419971071844,2,0,0
9,3,1,0.5,3,1.1821526118080423,1,0,0
10,4,0,0.0,3,0.529128545930431,1,0,0
8,0,0,0.0,0,1.8225663286799088,3,0,0
7,5,0,0.5,2,1.906699908701218,2,0,0
13,5,0,0.0,1,0.07318082257986107,1,0,0
14,0,0,0.0,3,2.205288287888776,2,0,0
13,5,0,0.0,1,1.3968241777190258,1,0,0
20,0,0,0.0,3,1.2535270436497226,2,0,0
11,2,0,0.0,5,0.17942670021896226,3,1,0
18,4,0,0.0,0,1.3082937874415184,2,0,0
7,1,0,0.0,1,1.5184042196315188,1,0,0
13,5,0,1.0,2,0.27303544991956147,0,0,0
19,5,0,0.0,1,2.433589839609874,0,0,0
13,3,0,0.0,5,0.04091687272467639,1,0,0
15,0,0,0.0,1,0.12992973944847572,2,0,0
9,1,0,0.0,3,0.6170273368358652,2,0,0
15,3,0,0.0,2,0.6860259908751558,2,0,0
20,6,0,0.0,2,0.8288482790086358,1,0,0
7,3,0,0.0,0,0.013691803812795503,1,0,0
7,1,0,0.0,2,2.582469990249987,2,0,0
20,3,0,0.0,2,0.036490171986307655,0,1,0
10,3,0,0.0,4,0.12351172257847623,1,0,0
15,4,0,0.0,0,0.011290918516123474,3,0,0
12,0,0,0.0,3,0.6693525284164878,0,0,0
19,4,0,0.0,3,2.1537440475565863,0,0,0
17,3,0,0.0,3,0.8771648905020755,1,0,0
9,6,0,0.0,2,1.383737768146002,1,0,0
7,2,0,0.0,0,0.01069614991624375,0,1,0
10,3,0,1.0,2,0.6247355985759997,2,1,0
18,6,0,0.0,2,0.49230173265241706,2,0,0
19,0,0,0.5,1,0.5528681570823227,2,0,0
15,6,0,0.0,0,0.05996263853088784,0,0,0
9,4,0,1.0,0,0.9227133921869207,3,0,0
18,0,0,0.0,1,0.5596870735342508,0,0,0
15,1,0,1.0,0,1.159042695350224,2,0,0
13,4,0,1.0,2,0.5313223004807435,3,1,0
18,0,0,0.0,1,0.12943336575647277,4,0,0
20,3,0,1.0,3,0.8358834825016989,2,0,0
21,2,0,0.0,1,0.15136708351859773,2,0,0
10,3,0,0.0,1,1.6470498416335282,1,1,0
9,0,0,0.0,5,0.7597047923370441,4,0,0
16,5,0,0.0,3,0.13682416398805347,3,0,0
21,6,1,0.0,1,2.623284141326946,3,0,0
11,6,0,0.0,1,0.5844557401721037,2,0,0
11,4,0,1.0,4,0.0605537396074928,1,0,0
9,0,0,0.0,3,0.7885831857686076,3,0,0
18,4,0,0.0,0,0.2335651230038892,1,0,0
15,0,0,0.5,0,1.3024622564196462,0,0,0
10,0,0,0.5,3,1.3622171613553509,3,0,0
17,2,0,1.0,3,3.0,2,0,0
11,3,0,0.0,4,0.55751460030018,3,0,0
10,4,0,1.0,2,0.4855122941464613,3,0,0
11,4,0,0.0,1,1.1202354613520127,0,1,0
13,2,0,0.0,4,0.11368475375259664,3,0,0
15,1,0,0.0,2,0.6333413336966647,2,0,0
13,6,0,0.0,1,0.6321628835593932,2,0,0
19,2,0,0.0,2,0.07498548887701642,3,0,0
11,2,0,0.0,2,0.43300598970777104,1,0,0
16,1,0,0.0,2,1.5354095812956183,1,0,0
16,4,0,0.0,1,1.5512074946162917,2,0,0
13,4,0,0.0,0,0.08361106817180919,1,0,0
20,1,0,0.0,3,0.07608253780358415,0,0,0
21,0,0,0.0,4,0.24380342357040952,2,0,0
16,4,0,0.0,5,1.6620574329481443,4,0,0
11,4,0,0.0,4,0.11040117260672772,2,0,0
9,1,0,0.0,2,1.0183634053523152,0,0,0
13,6,1,0.5,1,0.08532519037658876,1,1,0
19,0,0,0.0,4,0.7807006545700248,5,0,0
17,2,0,0.0,2,0.3521288480610184,4,0,0
17,6,0,0.0,3,1.244391576129081,4,0,0
8,2,0,0.0,2,0.21293526165482357,4,0,0
21,3,0,0.0,3,0.8155492489422468,3,0,0
18,2,0,0.0,0,0.21501763637178897,2,0,0
15,1,1,0.0,2,1.000461081422136,1,0,0
16,6,0,0.0,2,1.6551370799576226,1,1,0
16,2,0,0.0,2,0.1084741717534739,1,0,0
18,5,0,0.0,3,1.6114966613190695,0,0,0
7,1,0,0.0,2,0.7202851958743772,1,0,0
19,1,0,0.0,2,0.10875703657563462,4,0,0
12,0,1,0.0,3,0.446252524820014,0,0,0
